ticker,class,figi,isin,und_bench_isin,security,name,type,coupon,cpn_type,dcc,cpn_freq,days_settle,start_date,cpn_first,acc_first,maturity,mty_typ,rank,amt_out,country,currency,status,term,TTM,date,bidPrice,askPrice,bidYield,askYield,midPrice,midYield,calc_yield,calc_zspread,calc_dv01,calc_duration,calc_convexity
AAPL,Corp,BBG00FXTS8Z0,US037833CJ77,US91282CKE02,AAPL 3.35 02/09/27,APPLE INC,GLOBAL,3.35,FIXED,30/360,2,2,2017-02-09,2017-08-09,2017-02-09,2027-02-09,CALLABLE,Sr Unsecured,2250.0,US,USD,ACTV,9.998631074606434,2.839151266255989,2024-04-08,96.069,96.277,4.851,4.77,96.173,4.810499999999999,4.810640715062618,-10.603929985212666,2.6044212498235053,2.68005226783952,8.700563454150434
AAPL,Corp,BBG00GNBL206,US037833CR93,US91282CKE02,AAPL 3.2 05/11/27,APPLE INC,GLOBAL,3.2,FIXED,30/360,2,2,2017-05-11,2017-11-11,2017-05-11,2027-05-11,CALLABLE,Sr Unsecured,2000.0,US,USD,ACTV,9.998631074606434,3.0882956878850103,2024-04-08,95.278,95.526,4.865,4.775,95.402,4.82,4.8203582144012005,-8.622272613366501,2.8079774130968023,2.8845930673183666,10.058707793858268
AAPL,Corp,BBG00GXJ4BZ9,US037833CX61,US91282CKE02,AAPL 3 06/20/27,APPLE INC,GLOBAL,3.0,FIXED,30/360,2,2,2017-06-20,2017-12-20,2017-06-20,2027-06-20,CALLABLE,Sr Unsecured,1000.0,US,USD,ACTV,9.998631074606434,3.1978097193702943,2024-04-08,94.719,94.98,4.801,4.71,94.8495,4.7555,4.755523909170821,-15.199188237495665,2.892811798985152,3.0020991064633042,10.790904515867902
AAPL,Corp,BBG00HMQPZ05,US037833DB33,US91282CKE02,AAPL 2.9 09/12/27,APPLE INC,GLOBAL,2.89999999999999,FIXED,30/360,2,2,2017-09-12,2018-03-12,2017-09-12,2027-09-12,CALLABLE,Sr Unsecured,2000.0,US,USD,ACTV,9.998631074606434,3.4277891854893907,2024-04-08,94.099,94.329,4.789,4.713,94.214,4.7509999999999994,4.7511339856195445,-15.938508704675622,3.074262666187822,3.23407815971313,12.342587704389054
AAPL,Corp,BBG00HMQQ207,US037833DD98,US912810TZ12,AAPL 3 3/4 09/12/47,APPLE INC,GLOBAL,3.75,FIXED,30/360,2,2,2017-09-12,2018-03-12,2017-09-12,2047-09-12,CALLABLE,Sr Unsecured,1000.0,US,USD,ACTV,29.998631074606433,23.42778918548939,2024-04-08,80.108,80.728,5.233,5.18,80.418,5.2065,5.206276811659337,28.92352110172626,12.80185995603464,14.610848092112578,290.4773733618874
AAPL,Corp,BBG00J59Z1H4,US037833DG20,US912810TZ12,AAPL 3 3/4 11/13/47,APPLE INC,GLOBAL,3.75,FIXED,30/360,2,2,2017-11-13,2018-05-13,2017-11-13,2047-11-13,CALLABLE,Sr Unsecured,1250.0,US,USD,ACTV,29.998631074606433,23.59753593429158,2024-04-08,80.147,80.862,5.223,5.162,80.50450000000001,5.1925,5.192564733326435,27.562866953627342,12.834425185419805,14.445415642636931,288.7899314801371
AAPL,Corp,BBG00J59YWR6,US037833DK32,US91282CKE02,AAPL 3 11/13/27,APPLE INC,GLOBAL,3.0,FIXED,30/360,2,2,2017-11-13,2018-05-13,2017-11-13,2027-11-13,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,9.998631074606434,3.597535934291581,2024-04-08,94.433,94.697,4.702,4.618,94.565,4.66,4.660124069050429,-24.943219083199235,3.2188835841481,3.3448707028794544,13.300000258912352
AAPL,Corp,BBG00Q5L6G35,US037833DN70,US91282CKH33,AAPL 2.05 09/11/26,APPLE INC,GLOBAL,2.04999999999999,FIXED,30/360,2,2,2019-09-11,2020-03-11,2019-09-11,2026-09-11,CALLABLE,Sr Unsecured,2000.0,US,USD,ACTV,7.000684462696783,2.425735797399042,2024-04-08,93.586,93.795,4.893,4.796,93.6905,4.8445,4.844330333173275,-6.909302135294366,2.207092426350143,2.3424899207506935,6.7044937310624775
AAPL,Corp,BBG00Q5L6G53,US037833DP29,US91282CKG59,AAPL 2.2 09/11/29,APPLE INC,GLOBAL,2.2,FIXED,30/360,2,2,2019-09-11,2020-03-11,2019-09-11,2029-09-11,CALLABLE,Sr Unsecured,1750.0,US,USD,ACTV,10.001368925393566,5.426420260095825,2024-04-08,87.902,88.218,4.758,4.687,88.06,4.7225,4.722531370818615,-18.87076647158739,4.529551192844161,5.047870891741656,28.95858188564763
AAPL,Corp,BBG00Q5L6G62,US037833DQ02,US912810TV08,AAPL 2.95 09/11/49,APPLE INC,GLOBAL,2.95,FIXED,30/360,2,2,2019-09-11,2020-03-11,2019-09-11,2049-09-11,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,30.001368925393567,25.426420260095824,2024-04-08,68.718,69.247,5.177,5.128,68.9825,5.1525,5.15236461626644,23.590735168328177,12.120517339385621,16.064513258609992,349.430195520109
AAPL,Corp,BBG00TN2PMV6,US037833DU14,US91282CKG59,AAPL 1.65 05/11/30,APPLE INC,GLOBAL,1.64999999999999,FIXED,30/360,2,2,2020-05-11,2020-11-11,2020-05-11,2030-05-11,CALLABLE,Sr Unsecured,1750.0,US,USD,ACTV,9.998631074606434,6.0889801505817935,2024-04-08,83.431,83.737,4.824,4.759,83.584,4.7915,4.791338466107846,-11.777749026225916,4.885281721309676,5.668164298952865,36.25048535782451
AAPL,Corp,BBG00TN2PN26,US037833DW79,US912810TV08,AAPL 2.65 05/11/50,APPLE INC,GLOBAL,2.64999999999999,FIXED,30/360,2,2,2020-05-11,2020-11-11,2020-05-11,2050-05-11,CALLABLE,Sr Unsecured,2500.0,US,USD,ACTV,29.998631074606433,26.088980150581794,2024-04-08,64.305,64.774,5.153,5.109,64.5395,5.131,5.1311099752783775,21.542113871296795,11.769473781213554,16.441913331610706,369.13890822657504
AAPL,Corp,BBG00WNPK2K9,US037833DY36,US91282CKG59,AAPL 1 1/4 08/20/30,APPLE INC,GLOBAL,1.25,FIXED,30/360,2,2,2020-08-20,2021-02-20,2020-08-20,2030-08-20,CALLABLE,Sr Unsecured,1250.0,US,USD,ACTV,9.998631074606434,6.365503080082136,2024-04-08,80.694,81.05,4.809,4.735,80.872,4.772,4.771618686616421,-13.847532738489907,4.99510829393691,6.019349833095793,40.246593468645806
AAPL,Corp,BBG00WNPK2R2,US037833DZ01,US912810TV08,AAPL 2.4 08/20/50,APPLE INC,GLOBAL,2.39999999999999,FIXED,30/360,2,2,2020-08-20,2021-02-20,2020-08-20,2050-08-20,CALLABLE,Sr Unsecured,1250.0,US,USD,ACTV,29.998631074606433,26.365503080082135,2024-04-08,60.931,61.572,5.115,5.054,61.2515,5.0845,5.084647960960864,16.919631281467243,11.423388698394938,17.094280509064024,391.0659014410083
AAPL,Corp,BBG00WNPK2W6,US037833EA41,US912810TV08,AAPL 2.55 08/20/60,APPLE INC,GLOBAL,2.54999999999999,FIXED,30/360,2,2,2020-08-20,2021-02-20,2020-08-20,2060-08-20,CALLABLE,Sr Unsecured,1750.0,US,USD,ACTV,40.0,36.3668720054757,2024-04-08,60.371,61.149,4.893,4.827,60.760000000000005,4.859999999999999,4.85988437384367,-5.24230333817773,12.649794781078036,19.124596346358413,547.8036175801562
AAPL,Corp,BBG00Z3VQ5F4,US037833EB24,US91282CKH33,AAPL 0.7 02/08/26,APPLE INC,GLOBAL,0.699999999999999,FIXED,30/360,2,2,2021-02-08,2021-08-08,2021-02-08,2026-02-08,CALLABLE,Sr Unsecured,2500.0,US,USD,ACTV,4.999315537303217,1.83709787816564,2024-04-08,92.554,92.717,5.014,4.914,92.63550000000001,4.964,4.963962696492671,3.9950812489612804,1.677137655324351,1.8012309155997015,4.135200900085622
AAPL,Corp,BBG00Z3VQ5H2,US037833EC07,US91282CKG59,AAPL 1.2 02/08/28,APPLE INC,GLOBAL,1.2,FIXED,30/360,2,2,2021-02-08,2021-08-08,2021-02-08,2028-02-08,CALLABLE,Sr Unsecured,2500.0,US,USD,ACTV,6.997946611909651,3.8357289527720737,2024-04-08,87.693,87.92,4.754,4.683,87.8065,4.7185,4.7187537572152864,-19.431754883529827,3.282206218542687,3.699635952873596,15.70864122245969
AAPL,Corp,BBG00Z3VQ5K8,US037833ED89,US91282CJZ59,AAPL 1.65 02/08/31,APPLE INC,GLOBAL,1.64999999999999,FIXED,30/360,2,2,2021-02-08,2021-08-08,2021-02-08,2031-02-08,CALLABLE,Sr Unsecured,2750.0,US,USD,ACTV,9.998631074606434,6.836413415468857,2024-04-08,81.969,82.27,4.775,4.717,82.11949999999999,4.746,4.7463061437010765,-16.631546210999765,5.34092605732667,6.345670119162708,45.07927594964541
AAPL,Corp,BBG00Z3VQ5X4,US037833EE62,US912810TZ12,AAPL 2 3/8 02/08/41,APPLE INC,GLOBAL,2.375,FIXED,30/360,2,2,2021-02-08,2021-08-08,2021-02-08,2041-02-08,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,20.0,16.83778234086242,2024-04-08,69.527,69.969,5.093,5.044,69.74799999999999,5.0685,5.0680801942944536,15.16146744303327,9.635100010320736,13.015284302799966,205.39528215988705
AAPL,Corp,BBG00Z3VQ626,US037833EF38,US912810TV08,AAPL 2.65 02/08/51,APPLE INC,GLOBAL,2.64999999999999,FIXED,30/360,2,2,2021-02-08,2021-08-08,2021-02-08,2051-02-08,CALLABLE,Sr Unsecured,3000.0,US,USD,ACTV,29.998631074606433,26.836413415468858,2024-04-08,63.832,64.302,5.153,5.109,64.06700000000001,5.131,5.13069274276495,21.394231848868824,11.894453473136668,16.835582947356503,386.27275776568973
AAPL,Corp,BBG00Z3VQ653,US037833EG11,US912810TV08,AAPL 2.8 02/08/61,APPLE INC,GLOBAL,2.79999999999999,FIXED,30/360,2,2,2021-02-08,2021-08-08,2021-02-08,2061-02-08,CALLABLE,Sr Unsecured,1750.0,US,USD,ACTV,40.0,36.837782340862425,2024-04-08,61.786,62.491,5.115,5.054,62.1385,5.0845,5.084327019751073,16.830667752673442,13.24806501280402,18.747488601066536,534.3955878660398
AAPL,Corp,BBG011ZS1T38,US037833EH93,US91282CKG59,AAPL 1.4 08/05/28,APPLE INC,GLOBAL,1.39999999999999,FIXED,30/360,2,2,2021-08-05,2022-02-05,2021-08-05,2028-08-05,CALLABLE,Sr Unsecured,2300.0,US,USD,ACTV,7.000684462696783,4.32580424366872,2024-04-08,87.176,87.43,4.716,4.645,87.303,4.6805,4.680296041071415,-23.019096778539183,3.6582735194435507,4.139565817433165,19.52033851203988
AAPL,Corp,BBG011ZS1WL1,US037833EJ59,US91282CJZ59,AAPL 1.7 08/05/31,APPLE INC,GLOBAL,1.7,FIXED,30/360,2,2,2021-08-05,2022-02-05,2021-08-05,2031-08-05,CALLABLE,Sr Unsecured,1000.0,US,USD,ACTV,9.998631074606434,7.323750855578371,2024-04-08,81.093,81.427,4.793,4.731,81.26,4.7620000000000005,4.762060232460498,-14.803725676719006,5.6322420374343825,6.748987308522085,51.01653405167275
AAPL,Corp,BBG011ZS1X57,US037833EK23,US912810TV08,AAPL 2.7 08/05/51,APPLE INC,GLOBAL,2.7,FIXED,30/360,2,2,2021-08-05,2022-02-05,2021-08-05,2051-08-05,CALLABLE,Sr Unsecured,1800.0,US,USD,ACTV,29.998631074606433,27.32375085557837,2024-04-08,64.21,64.741,5.157,5.108,64.4755,5.1325,5.132179309473017,21.589677299255584,12.04422449495799,16.900823148620955,392.3027784681656
AAPL,Corp,BBG011ZS1XQ4,US037833EL06,US912810TV08,AAPL 2.85 08/05/61,APPLE INC,GLOBAL,2.85,FIXED,30/360,2,2,2021-08-05,2022-02-05,2021-08-05,2061-08-05,CALLABLE,Sr Unsecured,1400.0,US,USD,ACTV,40.0,37.32511978097194,2024-04-08,62.412,63.072,5.117,5.061,62.742000000000004,5.089,5.089108634108864,17.327984984446392,13.389036959659741,18.732594166806567,537.0999925442183
AAPL,Corp,BBG0191F26Z0,US037833EN61,US91282CKG59,AAPL 3 1/4 08/08/29,APPLE INC,GLOBAL,3.25,FIXED,30/360,2,3,2022-08-08,2023-02-08,2022-08-08,2029-08-08,CALLABLE,Sr Unsecured,1000.0,US,USD,ACTV,7.000684462696783,5.333333333333333,2024-04-08,92.963,93.266,4.76,4.692,93.11449999999999,4.726,4.7268195524811745,-18.368325470617286,4.5952748507601004,4.8286832052982165,27.032056909029862
AAPL,Corp,BBG0191F2797,US037833EP10,US91282CJZ59,AAPL 3.35 08/08/32,APPLE INC,GLOBAL,3.35,FIXED,30/360,2,3,2022-08-08,2023-02-08,2022-08-08,2032-08-08,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,10.001368925393566,8.334017796030116,2024-04-08,90.162,90.578,4.796,4.731,90.37,4.7635000000000005,4.764164037306271,-14.718341721498271,6.642941870264343,7.128229765316106,59.29486821706846
AAPL,Corp,BBG0191F27S6,US037833EQ92,US912810TV08,AAPL 3.95 08/08/52,APPLE INC,GLOBAL,3.95,FIXED,30/360,2,3,2022-08-08,2023-02-08,2022-08-08,2052-08-08,CALLABLE,Sr Unsecured,1750.0,US,USD,ACTV,30.001368925393567,28.334017796030118,2024-04-08,81.821,82.501,5.18,5.128,82.161,5.154,5.153994403779507,23.711816617699622,14.317619986127118,15.755376840984924,358.6042162639229
AAPL,Corp,BBG0191F2877,US037833ER75,US912810TV08,AAPL 4.1 08/08/62,APPLE INC,GLOBAL,4.09999999999999,FIXED,30/360,2,3,2022-08-08,2023-02-08,2022-08-08,2062-08-08,CALLABLE,Sr Unsecured,1250.0,US,USD,ACTV,40.0,38.332648870636554,2024-04-08,82.107,82.823,5.178,5.128,82.465,5.1530000000000005,5.153144441545009,23.636268266050944,16.420878498046072,17.44812466724364,482.44835020170905
AAPL,Corp,BBG01GKRFG18,US037833ES58,US91282CKH33,AAPL 4.421 05/08/26,APPLE INC,GLOBAL,4.421,FIXED,30/360,2,2,2023-05-10,2023-11-08,2023-05-10,2026-05-08,CALLABLE,Sr Unsecured,1000.0,US,USD,ACTV,2.9952087611225187,2.080766598220397,2024-04-08,99.283,99.534,4.786,4.657,99.4085,4.7215,4.721480302512646,-18.32079711080201,1.9722403640006332,1.947669487671842,4.889639909511829
AAPL,Corp,BBG01GKRFG36,US037833ET32,US91282CKG59,AAPL 4 05/10/28,APPLE INC,GLOBAL,4.0,FIXED,30/360,2,2,2023-05-10,2023-11-10,2023-05-10,2028-05-10,CALLABLE,Sr Unsecured,1500.0,US,USD,ACTV,5.002053388090349,4.087611225188227,2024-04-08,97.614,97.911,4.647,4.566,97.7625,4.6065000000000005,4.6065168008208275,-30.05323526616568,3.692250048686998,3.6952968439475726,16.317860884558133
AAPL,Corp,BBG01GKRFG72,US037833EU05,US91282CKG59,AAPL 4.15 05/10/30,APPLE INC,GLOBAL,4.15,FIXED,30/360,2,2,2023-05-10,2023-11-10,2023-05-10,2030-05-10,CALLABLE,Sr Unsecured,500.0,US,USD,ACTV,7.000684462696783,6.0862422997946615,2024-04-08,97.534,97.859,4.619,4.556,97.6965,4.5875,4.587625466287134,-31.87194889002357,5.283070833736568,5.26177229772384,32.87062811179292
AAPL,Corp,BBG01GKRFGH1,US037833EV87,US91282CJZ59,AAPL 4.3 05/10/33,APPLE INC,GLOBAL,4.29999999999999,FIXED,30/360,2,2,2023-05-10,2023-11-10,2023-05-10,2033-05-10,CALLABLE,Sr Unsecured,1000.0,US,USD,ACTV,10.001368925393566,9.086926762491444,2024-04-08,97.964,98.447,4.576,4.51,98.2055,4.542999999999999,4.542864225804806,-36.37399283324464,7.399754917745722,7.334902484122827,65.09991201002948
AAPL,Corp,BBG01GKRFGQ1,US037833EW60,US912810TV08,AAPL 4.85 05/10/53,APPLE INC,GLOBAL,4.84999999999999,FIXED,30/360,2,2,2023-05-10,2023-11-10,2023-05-10,2053-05-10,CALLABLE,Sr Unsecured,1250.0,US,USD,ACTV,30.001368925393567,29.086926762491444,2024-04-08,96.675,97.407,5.07,5.02,97.041,5.045,5.0448047444224375,13.022238544221857,16.057417558856667,15.058507119560677,339.96856187276444
DIS,Corp,BBG00QNKGJP6,US254687DK97,US91282CKH33,DIS 3 3/8 11/15/26,WALT DISNEY COMPANY/THE,GLOBAL,3.375,FIXED,30/360,2,2,2019-11-22,2020-05-15,2019-11-15,2026-11-15,CALLABLE,Sr Unsecured,436.285,US,USD,ACTV,6.981519507186858,2.6036960985626285,2024-04-08,95.894,96.146,5.081,4.974,96.02000000000001,5.0275,5.027415297925472,11.107521259784741,2.404633047392542,2.446272073305729,7.389465783936947
DIS,Corp,BBG00QNKP8R8,US254687DV52,US91282CJZ59,DIS 6.55 03/15/33,WALT DISNEY COMPANY/THE,GLOBAL,6.54999999999999,FIXED,30/360,2,2,2019-11-22,2020-03-15,2019-09-15,2033-03-15,AT MATURITY,Sr Unsecured,342.347,US,USD,ACTV,13.311430527036277,8.933607118412047,2024-04-08,111.169,111.818,4.984,4.9,111.4935,4.942,4.941939406096934,2.9865036134719007,8.012194238884195,6.903108636304641,58.82875210209212
DIS,Corp,BBG00QNKR4J4,US254687DZ66,US91282CJZ59,DIS 6.2 12/15/34,WALT DISNEY COMPANY/THE,GLOBAL,6.2,FIXED,30/360,2,2,2019-11-22,2019-12-15,2019-06-15,2034-12-15,AT MATURITY,Sr Unsecured,982.472,US,USD,ACTV,15.063655030800822,10.685831622176591,2024-04-08,108.949,109.496,5.102,5.038,109.2225,5.07,5.069990910589696,15.49575422038869,9.182230356959737,7.8609152987576625,78.33073862855822
DIS,Corp,BBG00QNKRV04,US254687EB89,US91282CJZ59,DIS 6.4 12/15/35,WALT DISNEY COMPANY/THE,GLOBAL,6.4,FIXED,30/360,2,2,2019-11-22,2019-12-15,2019-06-15,2035-12-15,AT MATURITY,Sr Unsecured,971.816,US,USD,ACTV,16.06297056810404,11.685147159479808,2024-04-08,109.944,110.61,5.249,5.177,110.277,5.212999999999999,5.213094897568227,29.61790769292657,9.963041269751384,8.338972959218049,89.37403204977264
DIS,Corp,BBG00QNKSCY8,US254687EF93,US91282CJZ59,DIS 6.15 03/01/37,WALT DISNEY COMPANY/THE,GLOBAL,6.15,FIXED,30/360,2,2,2019-11-22,2020-03-01,2019-09-01,2037-03-01,AT MATURITY,Sr Unsecured,320.934,US,USD,ACTV,17.27310061601643,12.895277207392198,2024-04-08,107.31,108.08,5.357,5.277,107.695,5.317,5.317001588642597,39.876288912566466,10.607293261720379,9.113113906654743,106.4282192665196
DIS,Corp,BBG00QNKSBB5,US254687EH59,US91282CJZ59,DIS 6.65 11/15/37,WALT DISNEY COMPANY/THE,GLOBAL,6.65,FIXED,30/360,2,2,2019-11-22,2020-05-15,2019-11-15,2037-11-15,AT MATURITY,Sr Unsecured,1223.938,US,USD,ACTV,17.982203969883642,13.604380561259411,2024-04-08,113.057,113.653,5.29,5.233,113.355,5.2615,5.26186755328968,34.360281878236464,11.361026428358025,9.156718078576606,110.98571562918536
DIS,Corp,BBG00QNKVGW7,US254687ER32,US912810TZ12,DIS 6.15 02/15/41,WALT DISNEY COMPANY/THE,GLOBAL,6.15,FIXED,30/360,2,2,2019-11-22,2020-02-15,2019-08-15,2041-02-15,AT MATURITY,Sr Unsecured,631.871,US,USD,ACTV,21.234770704996578,16.856947296372347,2024-04-08,107.933,108.671,5.425,5.361,108.302,5.393,5.392943681443514,47.17865904874785,12.889232561173205,10.847662754628592,157.69972429148257
DIS,Corp,BBG00QNKVNZ9,US254687ET97,US912810TZ12,DIS 5.4 10/01/43,WALT DISNEY COMPANY/THE,GLOBAL,5.4,FIXED,30/360,2,2,2019-11-22,2020-04-01,2019-10-01,2043-10-01,AT MATURITY,Sr Unsecured,679.686,US,USD,ACTV,23.857631759069132,19.479808350444902,2024-04-08,99.938,100.657,5.405,5.345,100.2975,5.375,5.375030305893534,45.54965646665949,13.398435588588306,12.23746351230105,202.35120771766225
DIS,Corp,BBG00QNKKN90,US254687EV44,US912810TZ12,DIS 4 3/4 09/15/44,WALT DISNEY COMPANY/THE,GLOBAL,4.75,FIXED,30/360,2,2,2019-11-22,2020-03-15,2019-09-15,2044-09-15,CALLABLE,Sr Unsecured,588.724,US,USD,ACTV,24.815879534565365,20.438056125941138,2024-04-08,91.406,92.21,5.452,5.383,91.80799999999999,5.4175,5.417580209672451,49.71817081698539,13.092688727928103,12.892246093543655,224.49521256568067
DIS,Corp,BBG00QNKKP22,US254687EX00,US912810TZ12,DIS 4.95 10/15/45,WALT DISNEY COMPANY/THE,GLOBAL,4.95,FIXED,30/360,2,2,2019-11-22,2020-04-15,2019-10-15,2045-10-15,CALLABLE,Sr Unsecured,398.301,US,USD,ACTV,25.897330595482547,21.519507186858316,2024-04-08,93.156,93.958,5.496,5.429,93.557,5.4625,5.462732054293157,54.19264846966771,13.712015717090274,12.881614952153084,232.42408281662478
DIS,Corp,BBG00QNKKP86,US254687EZ57,US912810TZ12,DIS 7 3/4 12/01/45,WALT DISNEY COMPANY/THE,GLOBAL,7.75,FIXED,30/360,2,2,2019-11-22,2019-12-01,2019-06-01,2045-12-01,AT MATURITY,Sr Unsecured,324.485,US,USD,ACTV,26.026009582477755,21.648186173853524,2024-04-08,127.591,128.731,5.544,5.468,128.161,5.506,5.506254652887583,58.44358835356251,17.162649624320565,11.85266132842181,203.70272325397735
DIS,Corp,BBG00QNKKP68,US254687FB70,US912810TZ12,DIS 4 3/4 11/15/46,WALT DISNEY COMPANY/THE,GLOBAL,4.75,FIXED,30/360,2,2,2019-11-22,2020-05-15,2019-11-15,2046-11-15,CALLABLE,Sr Unsecured,399.892,US,USD,ACTV,26.981519507186857,22.60369609856263,2024-04-08,90.146,90.85,5.518,5.459,90.49799999999999,5.4885,5.488497041165828,56.71567407316735,13.859055999434737,13.404936093811001,252.3444563660468
DIS,Corp,BBG00Q5D3237,US254687FL52,US91282CKG59,DIS 2 09/01/29,WALT DISNEY COMPANY/THE,GLOBAL,2.0,FIXED,30/360,2,2,2019-09-06,2020-03-01,2019-09-06,2029-09-01,CALLABLE,Sr Unsecured,2000.0,US,USD,ACTV,9.987679671457906,5.3990417522245036,2024-04-08,86.177,86.487,4.952,4.88,86.332,4.916,4.916237406432629,0.16987575073902017,4.479263575530867,5.046258750603753,28.866803664138097
DIS,Corp,BBG00Q5D3246,US254687FM36,US912810TV08,DIS 2 3/4 09/01/49,WALT DISNEY COMPANY/THE,GLOBAL,2.75,FIXED,30/360,2,2,2019-09-06,2020-03-01,2019-09-06,2049-09-01,CALLABLE,Sr Unsecured,2000.0,US,USD,ACTV,29.987679671457904,25.399041752224505,2024-04-08,64.217,64.929,5.34,5.271,64.57300000000001,5.3055,5.305613569915295,38.67587030133645,11.803547927075428,16.291521367944448,356.7940733382822
